id,chemID,Temp,KOA,KOA_Error,log_KOA,log_KOA_error,Error_Type,methID,Reliability,Comment
data007858,chem0910,25,NA,NA,11.31,NA,NA,meth0174,NA,NA
data007859,chem0911,25,NA,NA,11.31,NA,NA,meth0174,NA,NA
data007860,chem0912,25,NA,NA,11.09,NA,NA,meth0174,NA,NA
data007861,chem0248,25,NA,NA,12,NA,NA,meth0174,NA,NA
data007862,chem0279,25,NA,NA,11.74,NA,NA,meth0174,NA,NA
data007863,chem0485,25,NA,NA,11.54,NA,NA,meth0174,NA,NA
data007864,chem0286,25,NA,NA,12.23,NA,NA,meth0174,NA,NA
data007865,chem0913,25,NA,NA,12.2,NA,NA,meth0174,NA,NA
data007866,chem0914,25,NA,NA,11.98,NA,NA,meth0174,NA,NA
data007867,chem0915,25,NA,NA,11.98,NA,NA,meth0174,NA,NA
data007868,chem0916,25,NA,NA,11.76,NA,NA,meth0174,NA,NA
data007869,chem0917,25,NA,NA,11.76,NA,NA,meth0174,NA,NA
data007870,chem0918,25,NA,NA,11.98,NA,NA,meth0174,NA,NA
data007871,chem0919,25,NA,NA,11.76,NA,NA,meth0174,NA,NA
data007872,chem0920,25,NA,NA,11.76,NA,NA,meth0174,NA,NA
data007873,chem0921,25,NA,NA,11.54,NA,NA,meth0174,NA,NA
data007874,chem0793,25,NA,NA,11.98,NA,NA,meth0174,NA,NA
data007875,chem0922,25,NA,NA,12.2,NA,NA,meth0174,NA,NA
data007876,chem0590,25,NA,NA,11.98,NA,NA,meth0174,NA,NA
data007877,chem0923,25,NA,NA,12.42,NA,NA,meth0174,NA,NA
data007878,chem0803,25,NA,NA,12.87,NA,NA,meth0174,NA,NA
data007879,chem0924,25,NA,NA,12.65,NA,NA,meth0174,NA,NA
data007880,chem0819,25,NA,NA,12.65,NA,NA,meth0174,NA,NA
data007881,chem0678,25,NA,NA,12.42,NA,NA,meth0174,NA,NA
data007882,chem0925,25,NA,NA,12.42,NA,NA,meth0174,NA,NA
data007883,chem0926,25,NA,NA,12.42,NA,NA,meth0174,NA,NA
data007884,chem0820,25,NA,NA,12.2,NA,NA,meth0174,NA,NA
data007885,chem0927,25,NA,NA,12.42,NA,NA,meth0174,NA,NA
data007886,chem0928,25,NA,NA,12.2,NA,NA,meth0174,NA,NA
data007887,chem0929,25,NA,NA,11.98,NA,NA,meth0174,NA,NA
data007888,chem0930,25,NA,NA,12.87,NA,NA,meth0174,NA,NA
data007889,chem0796,25,NA,NA,12.65,NA,NA,meth0174,NA,NA
data007890,chem0824,25,NA,NA,12.65,NA,NA,meth0174,NA,NA
data007891,chem0280,25,NA,NA,12.78,NA,NA,meth0174,NA,NA
data007892,chem0765,25,NA,NA,12.42,NA,NA,meth0174,NA,NA
data007893,chem0815,25,NA,NA,12.42,NA,NA,meth0174,NA,NA
data007894,chem0931,25,NA,NA,12.2,NA,NA,meth0174,NA,NA
data007895,chem0932,25,NA,NA,12.42,NA,NA,meth0174,NA,NA
data007896,chem0763,25,NA,NA,12.2,NA,NA,meth0174,NA,NA
data007897,chem0801,25,NA,NA,13.09,NA,NA,meth0174,NA,NA
data007898,chem0797,25,NA,NA,12.87,NA,NA,meth0174,NA,NA
data007899,chem0933,25,NA,NA,12.87,NA,NA,meth0174,NA,NA
data007900,chem0816,25,NA,NA,12.65,NA,NA,meth0174,NA,NA
data007901,chem0934,25,NA,NA,12.65,NA,NA,meth0174,NA,NA
data007902,chem0757,25,NA,NA,13.75,NA,NA,meth0174,NA,Outside of model AD
data007903,chem0935,25,NA,NA,13.53,NA,NA,meth0174,NA,Outside of model AD
data007904,chem0936,25,NA,NA,13.53,NA,NA,meth0174,NA,Outside of model AD
data007905,chem0766,25,NA,NA,13.31,NA,NA,meth0174,NA,Outside of model AD
data007906,chem0937,25,NA,NA,13.31,NA,NA,meth0174,NA,Outside of model AD
data007907,chem0938,25,NA,NA,13.31,NA,NA,meth0174,NA,Outside of model AD
data007908,chem0939,25,NA,NA,13.09,NA,NA,meth0174,NA,NA
data007909,chem0940,25,NA,NA,13.09,NA,NA,meth0174,NA,NA
data007910,chem0658,25,NA,NA,12.87,NA,NA,meth0174,NA,NA
data007911,chem0810,25,NA,NA,13.53,NA,NA,meth0174,NA,Outside of model AD
data007912,chem0941,25,NA,NA,13.31,NA,NA,meth0174,NA,Outside of model AD
data007913,chem0942,25,NA,NA,13.75,NA,NA,meth0174,NA,Outside of model AD
data007914,chem0648,25,NA,NA,14.42,NA,NA,meth0174,NA,Outside of model AD
data007915,chem0823,25,NA,NA,14.2,NA,NA,meth0174,NA,Outside of model AD
data007916,chem0822,25,NA,NA,13.98,NA,NA,meth0174,NA,Outside of model AD
data007917,chem0405,25,NA,NA,15.09,NA,NA,meth0174,NA,Outside of model AD
data007918,chem1511,25,NA,NA,9.32,NA,NA,meth0174,NA,NA
data007919,chem1512,25,NA,NA,11.98,NA,NA,meth0174,NA,NA
data007920,chem1513,25,NA,NA,14.64,NA,NA,meth0174,NA,Outside of model AD
data007921,chem1514,25,NA,NA,17.3,NA,NA,meth0174,NA,Outside of model AD
data007922,chem1515,25,NA,NA,9.09,NA,NA,meth0174,NA,NA
data007923,chem0249,25,NA,NA,15.09,NA,NA,meth0174,NA,Outside of model AD
data007924,chem1516,25,NA,NA,14.86,NA,NA,meth0174,NA,Outside of model AD
data007925,chem1517,25,NA,NA,16.42,NA,NA,meth0174,NA,Outside of model AD
data007926,chem1518,25,NA,NA,17.97,NA,NA,meth0174,NA,Outside of model AD
data007927,chem1519,25,NA,NA,6.65,NA,NA,meth0174,NA,Outside of model AD
data007928,chem0065,25,NA,NA,6.65,NA,NA,meth0174,NA,Outside of model AD
data007929,chem0042,25,NA,NA,-0.65,-0.3,Residual from EXP,meth0175,NA,NA
data007930,chem0026,25,NA,NA,-0.58,0.2,Residual from EXP,meth0175,NA,NA
data007931,chem0027,25,NA,NA,0.6,-0.18,Residual from EXP,meth0175,NA,NA
data007932,chem0214,25,NA,NA,0.9,4.78,Residual from EXP,meth0175,NA,NA
data007933,chem0034,25,NA,NA,1.05,-0.08,Residual from EXP,meth0175,NA,NA
data007934,chem0046,25,NA,NA,1.19,0.87,Residual from EXP,meth0175,NA,NA
data007935,chem0037,25,NA,NA,1.25,1.02,Residual from EXP,meth0175,NA,NA
data007936,chem0223,25,NA,NA,1.33,4.99,Residual from EXP,meth0175,NA,NA
data007937,chem0029,25,NA,NA,1.35,0.04,Residual from EXP,meth0175,NA,NA
data007938,chem0081,25,NA,NA,1.37,0.16,Residual from EXP,meth0175,NA,NA
data007939,chem0095,25,NA,NA,1.46,0.47,Residual from EXP,meth0175,NA,NA
data007940,chem0038,25,NA,NA,1.54,0.74,Residual from EXP,meth0175,NA,NA
data007941,chem0162,25,NA,NA,1.56,3.41,Residual from EXP,meth0175,NA,NA
data007942,chem0219,25,NA,NA,1.56,5.09,Residual from EXP,meth0175,NA,NA
data007943,chem0094,25,NA,NA,1.69,0.27,Residual from EXP,meth0175,NA,NA
data007944,chem0014,25,NA,NA,1.74,0.57,Residual from EXP,meth0175,NA,NA
data007945,chem0148,25,NA,NA,1.78,0.78,Residual from EXP,meth0175,NA,NA
data007946,chem0166,25,NA,NA,1.79,0.62,Residual from EXP,meth0175,NA,NA
data007947,chem0157,25,NA,NA,1.98,2.72,Residual from EXP,meth0175,NA,NA
data007948,chem0103,25,NA,NA,2.02,0.38,Residual from EXP,meth0175,NA,NA
data007949,chem0053,25,NA,NA,2.04,0.95,Residual from EXP,meth0175,NA,NA
data007950,chem0189,25,NA,NA,2.14,0.44,Residual from EXP,meth0175,NA,NA
data007951,chem0176,25,NA,NA,2.15,2.02,Residual from EXP,meth0175,NA,NA
data007952,chem0178,25,NA,NA,2.21,0.98,Residual from EXP,meth0175,NA,NA
data007953,chem0163,25,NA,NA,2.3,-0.06,Residual from EXP,meth0175,NA,NA
data007954,chem0144,25,NA,NA,2.34,0.61,Residual from EXP,meth0175,NA,NA
data007955,chem0138,25,NA,NA,2.4,1.08,Residual from EXP,meth0175,NA,NA
data007956,chem0033,25,NA,NA,2.41,-0.3,Residual from EXP,meth0175,NA,NA
data007957,chem0112,25,NA,NA,2.44,0.91,Residual from EXP,meth0175,NA,NA
data007958,chem0008,25,NA,NA,2.48,-0.29,Residual from EXP,meth0175,NA,NA
data007959,chem0086,25,NA,NA,2.48,0.55,Residual from EXP,meth0175,NA,NA
data007960,chem0090,25,NA,NA,2.48,0.55,Residual from EXP,meth0175,NA,NA
data007961,chem0213,25,NA,NA,2.56,2.11,Residual from EXP,meth0175,NA,NA
data007962,chem0124,25,NA,NA,2.59,0.43,Residual from EXP,meth0175,NA,NA
data007963,chem0096,25,NA,NA,2.59,0.13,Residual from EXP,meth0175,NA,NA
data007964,chem0106,25,NA,NA,2.59,0.15,Residual from EXP,meth0175,NA,NA
data007965,chem0182,25,NA,NA,2.61,2.22,Residual from EXP,meth0175,NA,NA
data007966,chem0005,25,NA,NA,2.63,0.16,Residual from EXP,meth0175,NA,NA
data007967,chem0111,25,NA,NA,2.66,0.69,Residual from EXP,meth0175,NA,NA
data007968,chem0126,25,NA,NA,2.74,0.65,Residual from EXP,meth0175,NA,NA
data007969,chem0131,25,NA,NA,2.75,1.08,Residual from EXP,meth0175,NA,NA
data007970,chem0084,25,NA,NA,2.77,-1.02,Residual from EXP,meth0175,NA,NA
data007971,chem0039,25,NA,NA,2.77,-0.36,Residual from EXP,meth0175,NA,NA
data007972,chem0107,25,NA,NA,2.84,-0.01,Residual from EXP,meth0175,NA,NA
data007973,chem0015,25,NA,NA,2.86,-0.06,Residual from EXP,meth0175,NA,NA
data007974,chem0087,25,NA,NA,2.87,-0.21,Residual from EXP,meth0175,NA,NA
data007975,chem0047,25,NA,NA,2.88,-0.01,Residual from EXP,meth0175,NA,NA
data007976,chem0161,25,NA,NA,2.9,1.81,Residual from EXP,meth0175,NA,NA
data007977,chem0222,25,NA,NA,2.91,2.43,Residual from EXP,meth0175,NA,NA
data007978,chem0082,25,NA,NA,3.05,-0.27,Residual from EXP,meth0175,NA,NA
data007979,chem0022,25,NA,NA,3.07,-0.37,Residual from EXP,meth0175,NA,NA
data007980,chem0012,25,NA,NA,3.08,-0.24,Residual from EXP,meth0175,NA,NA
data007981,chem0175,25,NA,NA,3.1,0.46,Residual from EXP,meth0175,NA,NA
data007982,chem0170,25,NA,NA,3.17,0.23,Residual from EXP,meth0175,NA,NA
data007983,chem0110,25,NA,NA,3.19,-0.22,Residual from EXP,meth0175,NA,NA
data007984,chem0098,25,NA,NA,3.2,-0.08,Residual from EXP,meth0175,NA,NA
data007985,chem0083,25,NA,NA,3.22,-0.53,Residual from EXP,meth0175,NA,NA
data007986,chem0100,25,NA,NA,3.23,-0.37,Residual from EXP,meth0175,NA,NA
data007987,chem0011,25,NA,NA,3.23,1.18,Residual from EXP,meth0175,NA,NA
data007988,chem0099,25,NA,NA,3.28,-1.09,Residual from EXP,meth0175,NA,NA
data007989,chem0179,25,NA,NA,3.29,1.13,Residual from EXP,meth0175,NA,NA
data007990,chem0143,25,NA,NA,3.31,-0.09,Residual from EXP,meth0175,NA,NA
data007991,chem0192,25,NA,NA,3.32,-0.06,Residual from EXP,meth0175,NA,NA
data007992,chem0054,25,NA,NA,3.4,-1.09,Residual from EXP,meth0175,NA,NA
data007993,chem0049,25,NA,NA,3.4,-0.44,Residual from EXP,meth0175,NA,NA
data007994,chem0164,25,NA,NA,3.42,-0.38,Residual from EXP,meth0175,NA,NA
data007995,chem0104,25,NA,NA,3.42,0.18,Residual from EXP,meth0175,NA,NA
data007996,chem0135,25,NA,NA,3.48,0.11,Residual from EXP,meth0175,NA,NA
data007997,chem0021,25,NA,NA,3.49,-0.69,Residual from EXP,meth0175,NA,NA
data007998,chem0032,25,NA,NA,3.5,-0.43,Residual from EXP,meth0175,NA,NA
data007999,chem0314,25,NA,NA,3.52,0.95,Residual from EXP,meth0175,NA,NA
data008000,chem0073,25,NA,NA,3.52,0.46,Residual from EXP,meth0175,NA,NA
data008001,chem0017,25,NA,NA,3.54,0.84,Residual from EXP,meth0175,NA,NA
data008002,chem0105,25,NA,NA,3.61,-0.95,Residual from EXP,meth0175,NA,NA
data008003,chem0074,25,NA,NA,3.62,0.12,Residual from EXP,meth0175,NA,NA
data008004,chem0036,25,NA,NA,3.63,-1.32,Residual from EXP,meth0175,NA,NA
data008005,chem0145,25,NA,NA,3.64,-0.05,Residual from EXP,meth0175,NA,NA
data008006,chem0129,25,NA,NA,3.65,-0.48,Residual from EXP,meth0175,NA,NA
data008007,chem0052,25,NA,NA,3.66,-0.26,Residual from EXP,meth0175,NA,NA
data008008,chem0069,25,NA,NA,3.69,0.22,Residual from EXP,meth0175,NA,NA
data008009,chem0080,25,NA,NA,3.69,0.1,Residual from EXP,meth0175,NA,NA
data008010,chem0089,25,NA,NA,3.71,0.07,Residual from EXP,meth0175,NA,NA
data008011,chem0147,25,NA,NA,3.72,0.17,Residual from EXP,meth0175,NA,NA
data008012,chem0013,25,NA,NA,3.73,-0.35,Residual from EXP,meth0175,NA,NA
data008013,chem0041,25,NA,NA,3.73,-0.23,Residual from EXP,meth0175,NA,NA
data008014,chem0142,25,NA,NA,3.76,-1.06,Residual from EXP,meth0175,NA,NA
data008015,chem0172,25,NA,NA,3.76,0.32,Residual from EXP,meth0175,NA,NA
data008016,chem0091,25,NA,NA,3.76,-0.45,Residual from EXP,meth0175,NA,NA
data008017,chem0072,25,NA,NA,3.84,-0.64,Residual from EXP,meth0175,NA,NA
data008018,chem0132,25,NA,NA,3.84,1.52,Residual from EXP,meth0175,NA,NA
data008019,chem0040,25,NA,NA,3.85,-1.33,Residual from EXP,meth0175,NA,NA
data008020,chem0055,25,NA,NA,3.85,-0.97,Residual from EXP,meth0175,NA,NA
data008021,chem0051,25,NA,NA,3.86,-1.09,Residual from EXP,meth0175,NA,NA
data008022,chem0363,25,NA,NA,3.86,-0.28,Residual from EXP,meth0175,NA,NA
data008023,chem0190,25,NA,NA,3.86,2.85,Residual from EXP,meth0175,NA,NA
data008024,chem0009,25,NA,NA,3.89,-0.69,Residual from EXP,meth0175,NA,NA
data008025,chem0078,25,NA,NA,3.94,-0.79,Residual from EXP,meth0175,NA,NA
data008026,chem0203,25,NA,NA,3.94,2.54,Residual from EXP,meth0175,NA,NA
data008027,chem0076,25,NA,NA,3.95,0.06,Residual from EXP,meth0175,NA,NA
data008028,chem0077,25,NA,NA,3.97,0.12,Residual from EXP,meth0175,NA,NA
data008029,chem0086,25,NA,NA,3.98,-0.73,Residual from EXP,meth0175,NA,NA
data008030,chem0088,25,NA,NA,4.04,-1.11,Residual from EXP,meth0175,NA,NA
data008031,chem0085,25,NA,NA,4.09,-0.9,Residual from EXP,meth0175,NA,NA
data008032,chem0093,25,NA,NA,4.09,-0.92,Residual from EXP,meth0175,NA,NA
data008033,chem0108,25,NA,NA,4.09,-0.05,Residual from EXP,meth0175,NA,NA
data008034,chem0101,25,NA,NA,4.1,-0.65,Residual from EXP,meth0175,NA,NA
data008035,chem0266,25,NA,NA,4.12,1.71,Residual from EXP,meth0175,NA,NA
data008036,chem0123,25,NA,NA,4.12,-0.48,Residual from EXP,meth0175,NA,NA
data008037,chem0352,25,NA,NA,4.13,0.34,Residual from EXP,meth0175,NA,NA
data008038,chem0127,25,NA,NA,4.13,-0.06,Residual from EXP,meth0175,NA,NA
data008039,chem0394,25,NA,NA,4.14,0.3,Residual from EXP,meth0175,NA,NA
data008040,chem0070,25,NA,NA,4.17,0.35,Residual from EXP,meth0175,NA,NA
data008041,chem0050,25,NA,NA,4.17,-0.32,Residual from EXP,meth0175,NA,NA
data008042,chem0048,25,NA,NA,4.18,-0.25,Residual from EXP,meth0175,NA,NA
data008043,chem0122,25,NA,NA,4.2,-0.53,Residual from EXP,meth0175,NA,NA
data008044,chem0018,25,NA,NA,4.21,-0.53,Residual from EXP,meth0175,NA,NA
data008045,chem0079,25,NA,NA,4.27,-0.71,Residual from EXP,meth0175,NA,NA
data008046,chem0177,25,NA,NA,4.3,0.5,Residual from EXP,meth0175,NA,NA
data008047,chem0361,25,NA,NA,4.3,0.61,Residual from EXP,meth0175,NA,NA
data008048,chem0128,25,NA,NA,4.32,-0.67,Residual from EXP,meth0175,NA,NA
data008049,chem0368,25,NA,NA,4.35,0.75,Residual from EXP,meth0175,NA,NA
data008050,chem0130,25,NA,NA,4.36,-0.42,Residual from EXP,meth0175,NA,NA
data008051,chem0125,25,NA,NA,4.43,0.09,Residual from EXP,meth0175,NA,NA
data008052,chem0139,25,NA,NA,4.46,0.87,Residual from EXP,meth0175,NA,NA
data008053,chem0064,25,NA,NA,4.47,0.72,Residual from EXP,meth0175,NA,NA
data008054,chem0019,25,NA,NA,4.48,-0.29,Residual from EXP,meth0175,NA,NA
data008055,chem0071,25,NA,NA,4.53,1.1,Residual from EXP,meth0175,NA,NA
data008056,chem0165,25,NA,NA,4.54,-0.86,Residual from EXP,meth0175,NA,NA
data008057,chem0401,25,NA,NA,4.54,1.14,Residual from EXP,meth0175,NA,NA
data008058,chem0171,25,NA,NA,4.58,-0.46,Residual from EXP,meth0175,NA,NA
data008059,chem0010,25,NA,NA,4.6,-0.29,Residual from EXP,meth0175,NA,NA
data008060,chem0327,25,NA,NA,4.62,1.69,Residual from EXP,meth0175,NA,NA
data008061,chem0075,25,NA,NA,4.67,-0.21,Residual from EXP,meth0175,NA,NA
data008062,chem0174,25,NA,NA,4.73,0.91,Residual from EXP,meth0175,NA,NA
data008063,chem0020,25,NA,NA,4.78,-0.09,Residual from EXP,meth0175,NA,NA
data008064,chem0169,25,NA,NA,4.83,1.44,Residual from EXP,meth0175,NA,NA
data008065,chem0355,25,NA,NA,4.83,-0.53,Residual from EXP,meth0175,NA,NA
data008066,chem0146,25,NA,NA,4.88,-0.3,Residual from EXP,meth0175,NA,NA
data008067,chem0350,25,NA,NA,4.92,0.29,Residual from EXP,meth0175,NA,NA
data008068,chem0120,25,NA,NA,4.93,1.97,Residual from EXP,meth0175,NA,NA
data008069,chem0260,25,NA,NA,4.94,1.29,Residual from EXP,meth0175,NA,NA
data008070,chem0102,25,NA,NA,4.96,-0.81,Residual from EXP,meth0175,NA,NA
data008071,chem0067,25,NA,NA,5.04,0.15,Residual from EXP,meth0175,NA,NA
data008072,chem0109,25,NA,NA,5.09,0.09,Residual from EXP,meth0175,NA,NA
data008073,chem0216,25,NA,NA,5.12,0.5,Residual from EXP,meth0175,NA,NA
data008074,chem0092,25,NA,NA,5.13,0.05,Residual from EXP,meth0175,NA,NA
data008075,chem0281,25,NA,NA,5.44,1.09,Residual from EXP,meth0175,NA,NA
data008076,chem0217,25,NA,NA,5.51,1.4,Residual from EXP,meth0175,NA,NA
data008077,chem0332,25,NA,NA,5.52,0.63,Residual from EXP,meth0175,NA,NA
data008078,chem0183,25,NA,NA,5.54,-0.93,Residual from EXP,meth0175,NA,NA
data008079,chem0113,25,NA,NA,5.6,0.43,Residual from EXP,meth0175,NA,NA
data008080,chem0321,25,NA,NA,5.85,1.79,Residual from EXP,meth0175,NA,NA
data008081,chem0330,25,NA,NA,5.86,-0.1,Residual from EXP,meth0175,NA,NA
data008082,chem0007,25,NA,NA,5.91,1.94,Residual from EXP,meth0175,NA,NA
data008083,chem0158,25,NA,NA,5.99,1.62,Residual from EXP,meth0175,NA,NA
data008084,chem0416,25,NA,NA,6.04,0.78,Residual from EXP,meth0175,NA,NA
data008085,chem0420,25,NA,NA,6.06,0.6,Residual from EXP,meth0175,NA,NA
data008086,chem0328,25,NA,NA,6.09,-0.28,Residual from EXP,meth0175,NA,NA
data008087,chem0429,25,NA,NA,6.11,2.81,Residual from EXP,meth0175,NA,NA
data008088,chem0431,25,NA,NA,6.12,2.75,Residual from EXP,meth0175,NA,NA
data008089,chem0385,25,NA,NA,6.14,1.94,Residual from EXP,meth0175,NA,NA
data008090,chem0476,25,NA,NA,6.14,1.26,Residual from EXP,meth0175,NA,NA
data008091,chem0056,25,NA,NA,6.29,0.02,Residual from EXP,meth0175,NA,NA
data008092,chem0504,25,NA,NA,6.3,1.42,Residual from EXP,meth0175,NA,NA
data008093,chem0195,25,NA,NA,6.34,0.49,Residual from EXP,meth0175,NA,NA
data008094,chem0212,25,NA,NA,6.37,1.55,Residual from EXP,meth0175,NA,NA
data008095,chem0196,25,NA,NA,6.38,0.44,Residual from EXP,meth0175,NA,NA
data008096,chem0607,25,NA,NA,6.42,1.11,Residual from EXP,meth0175,NA,NA
data008097,chem0441,25,NA,NA,6.42,0.76,Residual from EXP,meth0175,NA,NA
data008098,chem0430,25,NA,NA,6.43,3.23,Residual from EXP,meth0175,NA,NA
data008099,chem0529,25,NA,NA,6.44,2.85,Residual from EXP,meth0175,NA,NA
data008100,chem0560,25,NA,NA,6.49,1.01,Residual from EXP,meth0175,NA,NA
data008101,chem0606,25,NA,NA,6.49,1.04,Residual from EXP,meth0175,NA,NA
data008102,chem0780,25,NA,NA,6.49,1.73,Residual from EXP,meth0175,NA,NA
data008103,chem0472,25,NA,NA,6.49,1.91,Residual from EXP,meth0175,NA,NA
data008104,chem0408,25,NA,NA,6.54,0.08,Residual from EXP,meth0175,NA,NA
data008105,chem0348,25,NA,NA,6.55,0.93,Residual from EXP,meth0175,NA,NA
data008106,chem0191,25,NA,NA,6.55,0.38,Residual from EXP,meth0175,NA,NA
data008107,chem0235,25,NA,NA,6.57,1.07,Residual from EXP,meth0175,NA,NA
data008108,chem0194,25,NA,NA,6.62,1.05,Residual from EXP,meth0175,NA,NA
data008109,chem0369,25,NA,NA,6.65,0.99,Residual from EXP,meth0175,NA,NA
data008110,chem0775,25,NA,NA,6.67,1.67,Residual from EXP,meth0175,NA,NA
data008111,chem0592,25,NA,NA,6.68,0.77,Residual from EXP,meth0175,NA,NA
data008112,chem0555,25,NA,NA,6.69,0.63,Residual from EXP,meth0175,NA,NA
data008113,chem0422,25,NA,NA,6.73,0.83,Residual from EXP,meth0175,NA,NA
data008114,chem0456,25,NA,NA,6.73,1.53,Residual from EXP,meth0175,NA,NA
data008115,chem0615,25,NA,NA,6.76,1.37,Residual from EXP,meth0175,NA,NA
data008116,chem0613,25,NA,NA,6.76,1.58,Residual from EXP,meth0175,NA,NA
data008117,chem0781,25,NA,NA,6.76,2.34,Residual from EXP,meth0175,NA,NA
data008118,chem0561,25,NA,NA,6.78,1.12,Residual from EXP,meth0175,NA,NA
data008119,chem0454,25,NA,NA,6.79,0.81,Residual from EXP,meth0175,NA,NA
data008120,chem0777,25,NA,NA,6.79,1.86,Residual from EXP,meth0175,NA,NA
data008121,chem0211,25,NA,NA,6.8,1.16,Residual from EXP,meth0175,NA,NA
data008122,chem0659,25,NA,NA,6.8,1.42,Residual from EXP,meth0175,NA,NA
data008123,chem0238,25,NA,NA,6.81,1.47,Residual from EXP,meth0175,NA,NA
data008124,chem0121,25,NA,NA,6.82,0.73,Residual from EXP,meth0175,NA,NA
data008125,chem0160,25,NA,NA,6.85,1.99,Residual from EXP,meth0175,NA,NA
data008126,chem0778,25,NA,NA,6.86,1.84,Residual from EXP,meth0175,NA,NA
data008127,chem0246,25,NA,NA,6.86,1.27,Residual from EXP,meth0175,NA,NA
data008128,chem0729,25,NA,NA,6.88,3.63,Residual from EXP,meth0175,NA,NA
data008129,chem0543,25,NA,NA,6.92,1.47,Residual from EXP,meth0175,NA,NA
data008130,chem0267,25,NA,NA,6.94,2.19,Residual from EXP,meth0175,NA,NA
data008131,chem0788,25,NA,NA,6.94,2.22,Residual from EXP,meth0175,NA,NA
data008132,chem0566,25,NA,NA,6.94,1.86,Residual from EXP,meth0175,NA,NA
data008133,chem0230,25,NA,NA,6.96,1.26,Residual from EXP,meth0175,NA,NA
data008134,chem0239,25,NA,NA,6.97,1.76,Residual from EXP,meth0175,NA,NA
data008135,chem0159,25,NA,NA,6.98,1.9,Residual from EXP,meth0175,NA,NA
data008136,chem0215,25,NA,NA,6.98,1.34,Residual from EXP,meth0175,NA,NA
data008137,chem0457,25,NA,NA,7,2.02,Residual from EXP,meth0175,NA,NA
data008138,chem0421,25,NA,NA,7.02,0.25,Residual from EXP,meth0175,NA,NA
data008139,chem0544,25,NA,NA,7.03,1.01,Residual from EXP,meth0175,NA,NA
data008140,chem0542,25,NA,NA,7.04,1.32,Residual from EXP,meth0175,NA,NA
data008141,chem0259,25,NA,NA,7.05,2.53,Residual from EXP,meth0175,NA,NA
data008142,chem0224,25,NA,NA,7.07,2.63,Residual from EXP,meth0175,NA,NA
data008143,chem0315,25,NA,NA,7.1,0.34,Residual from EXP,meth0175,NA,NA
data008144,chem0232,25,NA,NA,7.1,1.96,Residual from EXP,meth0175,NA,NA
data008145,chem0155,25,NA,NA,7.11,-0.77,Residual from EXP,meth0175,NA,NA
data008146,chem0663,25,NA,NA,7.12,2.68,Residual from EXP,meth0175,NA,NA
data008147,chem0761,25,NA,NA,7.13,3.24,Residual from EXP,meth0175,NA,NA
data008148,chem0253,25,NA,NA,7.13,2.76,Residual from EXP,meth0175,NA,NA
data008149,chem0564,25,NA,NA,7.13,1.28,Residual from EXP,meth0175,NA,NA
data008150,chem0226,25,NA,NA,7.13,1.61,Residual from EXP,meth0175,NA,NA
data008151,chem0662,25,NA,NA,7.13,2.15,Residual from EXP,meth0175,NA,NA
data008152,chem0633,25,NA,NA,7.18,3.5,Residual from EXP,meth0175,NA,NA
data008153,chem0227,25,NA,NA,7.24,1.75,Residual from EXP,meth0175,NA,NA
data008154,chem0228,25,NA,NA,7.26,2.29,Residual from EXP,meth0175,NA,NA
data008155,chem0062,25,NA,NA,7.28,-0.49,Residual from EXP,meth0175,NA,NA
data008156,chem0460,25,NA,NA,7.28,2.73,Residual from EXP,meth0175,NA,NA
data008157,chem0470,25,NA,NA,7.29,1.07,Residual from EXP,meth0175,NA,NA
data008158,chem0623,25,NA,NA,7.3,3.05,Residual from EXP,meth0175,NA,NA
data008159,chem0492,25,NA,NA,7.3,1.45,Residual from EXP,meth0175,NA,NA
data008160,chem0025,25,NA,NA,7.34,2.34,Residual from EXP,meth0175,NA,NA
data008161,chem0240,25,NA,NA,7.36,3.14,Residual from EXP,meth0175,NA,NA
data008162,chem0710,25,NA,NA,7.39,1.15,Residual from EXP,meth0175,NA,NA
data008163,chem0471,25,NA,NA,7.4,1.74,Residual from EXP,meth0175,NA,NA
data008164,chem0478,25,NA,NA,7.46,2.74,Residual from EXP,meth0175,NA,NA
data008165,chem0452,25,NA,NA,7.48,1.02,Residual from EXP,meth0175,NA,NA
data008166,chem0068,25,NA,NA,7.51,0.99,Residual from EXP,meth0175,NA,NA
data008167,chem0455,25,NA,NA,7.53,2.29,Residual from EXP,meth0175,NA,NA
data008168,chem0776,25,NA,NA,7.55,0.85,Residual from EXP,meth0175,NA,NA
data008169,chem0577,25,NA,NA,7.55,2.7,Residual from EXP,meth0175,NA,NA
data008170,chem0432,25,NA,NA,7.58,0.78,Residual from EXP,meth0175,NA,NA
data008171,chem0428,25,NA,NA,7.6,0.85,Residual from EXP,meth0175,NA,NA
data008172,chem0059,25,NA,NA,7.62,0.11,Residual from EXP,meth0175,NA,NA
data008173,chem0197,25,NA,NA,7.65,3.61,Residual from EXP,meth0175,NA,NA
data008174,chem0533,25,NA,NA,7.66,2.91,Residual from EXP,meth0175,NA,NA
data008175,chem0495,25,NA,NA,7.66,1.4,Residual from EXP,meth0175,NA,NA
data008176,chem0316,25,NA,NA,7.69,0.44,Residual from EXP,meth0175,NA,NA
data008177,chem0654,25,NA,NA,7.7,2.24,Residual from EXP,meth0175,NA,NA
data008178,chem0340,25,NA,NA,7.79,0.78,Residual from EXP,meth0175,NA,NA
data008179,chem0435,25,NA,NA,7.81,0.77,Residual from EXP,meth0175,NA,NA
